,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,monthlycharges_range,tenure_range
1197,Male,0,No,No,17,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900000.05,Yes,41 - 60,13 - 24
1198,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,603000.06,No,21 - 40,25 - 36
1199,Male,1,No,No,43,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,30805060.0705,Yes,81 - 100,37 - 48
1200,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,10202020.0605,No,1 - 20,49 - 60
1201,Female,1,No,No,5,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,307040.08,No,81 - 100,1 - 12
1202,Male,0,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,10602050.0,Yes,81 - 100,13 - 24
1203,Female,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,70203040.08,No,101 - 120,61 - 72
1204,Male,0,No,No,13,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,303010.0805,No,21 - 40,13 - 24
1205,Male,0,Yes,No,42,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,30905090.0305,Yes,81 - 100,37 - 48
1206,Male,0,Yes,No,52,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,50008080.04,No,81 - 100,49 - 60
1207,Male,1,No,No,46,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,30906090.04,Yes,81 - 100,37 - 48
1208,Male,0,Yes,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,40806000.0805,No,81 - 100,61 - 72
1209,Male,0,No,No,29,No,No phone service,Yes,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,708080.0005,No,21 - 40,25 - 36
1210,Female,0,No,Yes,25,Yes,No,Yes,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,10206060.0305,No,41 - 60,25 - 36
1211,Female,0,Yes,Yes,5,Yes,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,407000.0905,Yes,81 - 100,1 - 12
1212,Male,0,No,No,15,No,No phone service,Yes,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,608080.02,No,41 - 60,13 - 24
1213,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,308070.07,No,21 - 40,13 - 24
1214,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,804050.0205,No,21 - 40,37 - 48
1215,Female,1,No,No,6,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,506000.06,Yes,101 - 120,1 - 12
1216,Male,0,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,40203000.0205,No,61 - 80,49 - 60
1217,Male,0,Yes,Yes,62,Yes,No,Yes,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,40908030.0005,No,81 - 100,61 - 72
1218,Female,0,Yes,Yes,70,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,40101030.0105,No,61 - 80,61 - 72
1219,Female,1,No,No,1,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,2050.07,Yes,21 - 40,1 - 12
1220,Male,0,Yes,Yes,10,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,502010.0,No,41 - 60,1 - 12
1221,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,407010.0805,No,1 - 20,25 - 36
1222,Male,0,No,No,66,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,50907060.09,No,81 - 100,61 - 72
1223,Female,0,Yes,Yes,7,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,500060.09,Yes,61 - 80,1 - 12
1224,Male,0,Yes,Yes,51,Yes,Yes,Yes,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,40209090.0705,No,81 - 100,49 - 60
1225,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,70504080.06,No,101 - 120,61 - 72
1226,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,10605040.0705,No,21 - 40,61 - 72
1227,Male,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,8000.0305,Yes,41 - 60,1 - 12
1228,Male,0,No,Yes,70,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,40505010.05,No,61 - 80,61 - 72
1229,Male,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,60202070.05,No,81 - 100,61 - 72
1230,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,2000.0005,No,21 - 40,1 - 12
1231,Female,1,Yes,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,7060.04,Yes,61 - 80,1 - 12
1232,Female,0,No,No,5,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,501040.0,Yes,101 - 120,1 - 12
1233,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,5070.05,No,21 - 40,1 - 12
1234,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,10407040.0305,No,21 - 40,49 - 60
1235,Male,1,Yes,Yes,22,No,No phone service,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,808000.02,Yes,41 - 60,13 - 24
1236,Male,1,Yes,No,33,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,30207000.0205,No,101 - 120,25 - 36
1237,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,6090.0905,Yes,61 - 80,1 - 12
1238,Male,1,Yes,No,54,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,30901090.0105,No,61 - 80,49 - 60
1239,Male,0,Yes,No,72,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,70208050.07,No,101 - 120,61 - 72
1240,Male,0,No,Yes,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,9030.03,Yes,81 - 100,1 - 12
1241,Male,0,No,No,3,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,106090.0005,Yes,41 - 60,1 - 12
1242,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,70605080.03,No,101 - 120,61 - 72
1243,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,50905090.03,No,81 - 100,61 - 72
1244,Male,1,Yes,No,54,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,50209050.07,No,101 - 120,49 - 60
1245,Female,0,Yes,No,59,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,40609030.02,No,81 - 100,49 - 60
1246,Male,0,No,No,54,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,30501020.09,No,61 - 80,49 - 60
1247,Male,0,No,No,60,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,50203010.02,No,81 - 100,49 - 60
1248,Female,0,Yes,No,60,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,30600030.0405,No,61 - 80,49 - 60
1249,Male,0,No,No,3,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,201070.0405,No,61 - 80,1 - 12
1250,Female,0,Yes,No,69,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,60807050.0305,No,101 - 120,61 - 72
1251,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,1090.0205,No,1 - 20,1 - 12
1252,Male,0,Yes,Yes,50,No,No phone service,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,20002010.0305,No,41 - 60,49 - 60
1253,Female,0,No,No,56,No,No phone service,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,20506040.0905,No,41 - 60,49 - 60
1254,Female,0,Yes,No,60,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,50601010.0705,No,101 - 120,49 - 60
1255,Male,1,Yes,No,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,70601000.01,No,101 - 120,61 - 72
1256,Female,0,No,No,1,No,No phone service,Yes,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,3050.0005,Yes,21 - 40,1 - 12
1257,Female,1,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,7030.0,Yes,61 - 80,1 - 12
1258,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,4050.0705,No,1 - 20,1 - 12
1259,Male,0,Yes,Yes,60,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,40504030.0905,No,61 - 80,49 - 60
1260,Female,0,No,No,13,No,No phone service,Yes,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,405000.04,No,21 - 40,13 - 24
1261,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,10209070.0305,No,21 - 40,61 - 72
1262,Female,0,No,No,45,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,40404020.0705,No,101 - 120,37 - 48
1263,Female,0,No,No,25,No,No phone service,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,10402030.0105,No,41 - 60,25 - 36
1264,Male,0,No,No,44,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,40307080.0305,No,101 - 120,37 - 48
1265,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,7040.02,No,41 - 60,1 - 12
1266,Male,1,No,No,33,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,20701060.03,Yes,81 - 100,25 - 36
1267,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,7000.01,Yes,61 - 80,1 - 12
1268,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,405000.0605,No,21 - 40,13 - 24
1269,Female,0,No,No,35,No,No phone service,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,10107050.0805,No,21 - 40,25 - 36
1270,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,505080.08,No,21 - 40,25 - 36
1271,Male,1,Yes,No,27,Yes,Yes,Yes,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,20202000.01,No,81 - 100,25 - 36
1272,Male,0,No,Yes,54,Yes,No,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,30208030.0005,No,61 - 80,49 - 60
1273,Female,1,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,104020.0305,Yes,61 - 80,1 - 12
1274,Male,0,No,No,57,Yes,Yes,Yes,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,40903090.0205,No,81 - 100,49 - 60
1275,Male,0,No,No,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,40203070.05,No,61 - 80,61 - 72
1276,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,303050.0905,No,21 - 40,13 - 24
1277,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,3030.02,Yes,21 - 40,1 - 12
1278,Female,0,Yes,No,70,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,70108080.05,No,101 - 120,61 - 72
1279,Female,0,Yes,Yes,21,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,902060.0205,No,41 - 60,13 - 24
1280,Female,0,No,Yes,23,Yes,No,Yes,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,10101090.0305,No,41 - 60,13 - 24
1281,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,101060.06,No,21 - 40,1 - 12
1282,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,6080.08,No,1 - 20,1 - 12
1283,Female,0,No,No,3,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,208070.04,Yes,101 - 120,1 - 12
1284,Female,0,No,No,23,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,20304010.0505,No,81 - 100,13 - 24
1285,Male,0,No,No,26,No,No phone service,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,10306020.0805,No,41 - 60,25 - 36
1286,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,106030.06,No,21 - 40,1 - 12
1287,Male,0,No,No,26,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,20205040.02,Yes,81 - 100,25 - 36
1288,Male,0,No,No,2,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,104050.0105,No,81 - 100,1 - 12
1289,Male,0,No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,70705020.03,Yes,,61 - 72
1290,Female,0,Yes,No,71,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,60508050.0305,Yes,81 - 100,61 - 72
1291,Female,0,No,No,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,40708060.01,No,81 - 100,49 - 60
1292,Male,0,Yes,Yes,39,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,30803050.0505,No,101 - 120,37 - 48
1293,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,309070.0,No,1 - 20,13 - 24
1294,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,1090.07,Yes,1 - 20,1 - 12
1295,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,10002070.0205,No,21 - 40,37 - 48
1296,Female,1,Yes,No,31,No,No phone service,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,10508000.01,No,41 - 60,25 - 36
1297,Female,0,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,70202020.0705,No,101 - 120,61 - 72
1298,Male,0,Yes,Yes,46,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,30706090.07,No,81 - 100,37 - 48
1299,Female,0,No,No,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,40203030.0905,No,81 - 100,49 - 60
1300,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,10608000.0205,No,21 - 40,61 - 72
1301,Female,1,No,No,67,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,30702050.05,No,41 - 60,61 - 72
1302,Female,0,No,No,5,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,401030.0605,Yes,61 - 80,1 - 12
1303,Female,0,Yes,No,71,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,70700070.07,No,101 - 120,61 - 72
1304,Female,0,No,No,9,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,701040.0105,Yes,81 - 100,1 - 12
1305,Female,1,No,No,26,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,20409070.02,Yes,81 - 100,25 - 36
1306,Male,0,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,80300090.0505,No,,61 - 72
1307,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,600010.0505,No,1 - 20,25 - 36
1308,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,103090.0205,No,61 - 80,1 - 12
1309,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,10808080.0205,No,21 - 40,61 - 72
1310,Female,0,No,No,60,No,No phone service,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,20707030.09,No,41 - 60,49 - 60
1311,Female,1,No,No,55,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,50400090.0705,No,101 - 120,49 - 60
1312,Male,0,No,No,54,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,50604030.04,Yes,101 - 120,49 - 60
1313,Male,0,No,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,109070.07,Yes,81 - 100,1 - 12
1314,Female,0,No,No,6,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,400010.03,No,61 - 80,1 - 12
1315,Female,0,Yes,Yes,48,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,30203080.04,No,61 - 80,37 - 48
1316,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,10507030.0005,No,21 - 40,61 - 72
1317,Male,0,No,No,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,7090.0105,Yes,81 - 100,1 - 12
1318,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,203050.08,No,21 - 40,1 - 12
1319,Male,1,Yes,No,54,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,10306040.0705,No,21 - 40,49 - 60
1320,Female,0,Yes,Yes,30,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,10908050.0105,No,61 - 80,25 - 36
1321,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,605050.0805,Yes,1 - 20,25 - 36
1322,Female,0,No,No,4,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,300030.0105,Yes,81 - 100,1 - 12
1323,Female,0,No,No,40,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,40303050.02,No,101 - 120,37 - 48
1324,Female,0,Yes,Yes,9,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,604070.05,No,61 - 80,1 - 12
1325,Female,0,Yes,Yes,17,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,10507040.0405,Yes,81 - 100,13 - 24
1326,Female,0,No,No,62,No,No phone service,Yes,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,20704080.07,No,41 - 60,61 - 72
1327,Male,0,No,No,28,Yes,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,20408030.0605,No,81 - 100,25 - 36
1328,Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,60306070.02,No,81 - 100,61 - 72
1329,Female,0,No,No,46,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,40900040.02,No,101 - 120,37 - 48
1330,Female,0,Yes,No,23,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,20004040.0905,No,81 - 100,13 - 24
1331,Male,0,Yes,Yes,47,No,No phone service,Yes,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,10709040.08,No,41 - 60,37 - 48
1332,Male,0,Yes,Yes,68,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,70107030.0105,No,101 - 120,61 - 72
1333,Female,1,No,No,60,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,60404010.04,Yes,101 - 120,49 - 60
1334,Female,0,No,Yes,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,70003090.0005,No,101 - 120,61 - 72
1335,Female,0,No,No,14,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,902010.04,No,61 - 80,13 - 24
1336,Male,0,Yes,Yes,57,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,40001080.0305,No,61 - 80,49 - 60
1337,Female,0,Yes,Yes,55,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,50404080.06,No,101 - 120,49 - 60
1338,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,2000.0205,No,21 - 40,1 - 12
1339,Male,0,No,Yes,1,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,4090.09,Yes,41 - 60,1 - 12
1340,Male,0,No,No,23,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,20008050.0405,No,101 - 120,13 - 24
1341,Female,0,No,No,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,10305080.0805,Yes,101 - 120,13 - 24
1342,Male,0,Yes,No,47,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,50103050.0105,No,101 - 120,37 - 48
1343,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,703000.01,No,21 - 40,37 - 48
1344,Female,1,Yes,No,38,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,20806090.0805,Yes,61 - 80,37 - 48
1345,Female,1,No,No,2,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,101080.0205,No,41 - 60,1 - 12
1346,Male,1,Yes,Yes,1,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,4090.0205,Yes,41 - 60,1 - 12
1347,Male,0,Yes,No,15,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,10100080.06,No,61 - 80,13 - 24
1348,Female,0,No,No,26,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,10801050.0605,No,61 - 80,25 - 36
1349,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,703000.04,No,1 - 20,25 - 36
1350,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,7050.0405,No,21 - 40,1 - 12
1351,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,50007010.0005,Yes,101 - 120,49 - 60
1352,Male,0,Yes,No,42,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,40001040.06,No,81 - 100,37 - 48
1353,Male,0,Yes,No,10,Yes,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,506080.0805,No,41 - 60,1 - 12
1354,Female,0,Yes,No,61,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,50806000.07,No,81 - 100,61 - 72
1355,Female,0,No,No,68,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,70207090.0305,No,101 - 120,61 - 72
1356,Male,0,No,No,10,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,10006040.0905,No,101 - 120,1 - 12
